input_text,target_text
"source target factuality: McCaw , which dropped 2 1/2 to 37 3/4 , has offered $ 125 a share for a majority of LIN 's shares .","(AUTHOR, dropped, true); (AUTHOR, offered, true)"
"source target factuality: Jay Stevens , an analyst with Dean Witter Reynolds , said he expected the Sunnyvale , Calif. , company to earn 35 cents a share for the quarter and said the firm 's weaker profit was partly the result of increased competition from International Business Machines Corp. , Amdahl 's principal competitor for mainframe sales .","(AUTHOR, earn, unknown); (AUTHOR, increased, unknown); (AUTHOR, profit, true); (AUTHOR, said, true); (AUTHOR, result, unknown); (AUTHOR, said, true); (AUTHOR, expected, unknown); (AUTHOR_Stevens, expected, true); (AUTHOR_he, increased, true); (AUTHOR_he, profit, true); (AUTHOR_he, result, true); (AUTHOR_he, earn, ptrue)"
"source target factuality: In New York Stock Exchange composite trading Friday , Automatic Data closed at $ 46.50 a share , down $ 2.25 .","(AUTHOR, $, true); (AUTHOR, closed, true)"
"source target factuality: But in recent years , the market has moved toward less expensive "" mini - component "" sets , miniaturized amplifiers and receivers and software players that could be stacked on top of each other .","(AUTHOR, moved, true)"
"source target factuality: Still , criminal defense lawyers worry that defendants are being deprived of their Sixth Amendment right to counsel and a fair trial if the government can seize lawyers ' fees .","(AUTHOR, worry, true); (AUTHOR, deprived, unknown); (AUTHOR, trial, unknown); (AUTHOR, seize, unknown); (AUTHOR, right, unknown); (AUTHOR_lawyers, deprived, ptrue); (AUTHOR_lawyers, trial, pfalse); (AUTHOR_lawyers, seize, unknown); (AUTHOR_lawyers, right, pfalse)"
"source target factuality: But the big , often tumultuous slide in stock prices this month has turned some of those who have been profiting from the practice against it .","(AUTHOR, against, unknown); (AUTHOR, slide, true); (AUTHOR, turned, true); (AUTHOR, profiting, true)"
source target factuality: But Sinn Fein leader Gerry Adams kept his party out pending meetings with British Prime Minister Tony Blair 10 days ago and President Clinton last week .,"(AUTHOR, kept, true); (AUTHOR, meetings, unknown)"
"source target factuality: In the 1988 period , the company earned $ 20.6 million , or 26 cents a share .","(AUTHOR, earned, true)"
"source target factuality: With the finding of a buried rifle 11 days ago , the authorities in the Buffalo , N.Y. , area say they have gathered enough evidence in the October slaying of Dr. Barnett Slepian to begin presenting a murder case to a state grand jury as early as next week .","(AUTHOR, finding, true); (AUTHOR, say, true); (AUTHOR, gathered, unknown); (AUTHOR, slaying, true); (AUTHOR, begin, unknown); (AUTHOR, presenting, unknown); (AUTHOR_authorities, gathered, true); (AUTHOR_authorities, slaying, true); (AUTHOR_authorities, begin, unknown); (AUTHOR_authorities, presenting, unknown)"
source target factuality: Dealers said the multinational oil company was pressured by recent brokerage recommendations urging investors to switch into Shell Trading amp Transport .,"(AUTHOR, said, true); (AUTHOR, pressured, unknown); (AUTHOR, urging, unknown); (AUTHOR, switch, unknown); (AUTHOR_Dealers, pressured, true); (AUTHOR_Dealers, urging, true); (AUTHOR_Dealers, switch, unknown)"
source target factuality: The company 's president quit suddenly .,"(AUTHOR, quit, true)"
"source target factuality: The men were not termed suspects , and FBI officials on Saturday played down the likelihood that either was involved in the Oct. 23 killing of the doctor , Barnett Slepian .","(AUTHOR, played, true); (AUTHOR, involved, unknown); (AUTHOR, killing, true); (AUTHOR, termed, false)"
"source target factuality: In addition , Unisys set up an unspecified reserve -- apparently $ 60 million to $ 70 million -- to cover the minimum amount it will have to pay the government because of its involvement in the defense - procurement scandal .","(AUTHOR, set, true); (AUTHOR, cover, unknown); (AUTHOR, pay, unknown); (AUTHOR, involvement, true); (AUTHOR, scandal, true)"
source target factuality: Mr. Nadeau said discussions are under way with potential purchasers of each of the units .,"(AUTHOR, under, unknown); (AUTHOR, said, true); (AUTHOR, discussions, unknown); (AUTHOR_Nadeau, under, true); (AUTHOR_Nadeau, discussions, true)"
"source target factuality: Top Israeli officials sent strong new signals Sunday that Israel wants to withdraw from southern Lebanon , where a costly war of attrition has been steadily claiming soldiers ' lives .","(AUTHOR, signals, true); (AUTHOR, sent, true); (AUTHOR, wants, ptrue); (AUTHOR, withdraw, unknown); (AUTHOR, war, true); (AUTHOR, claiming, true); (AUTHOR_officials, wants, true); (AUTHOR_officials, withdraw, unknown); (AUTHOR_officials, war, true); (AUTHOR_officials, claiming, unknown)"
"source target factuality: In early 1997 , President Boris Yeltsin told President Clinton he could live with NATO expansion .","(AUTHOR, told, true); (AUTHOR, live, unknown); (AUTHOR, expansion, unknown); (AUTHOR_Yeltsin, live, unknown); (AUTHOR_Yeltsin, expansion, unknown)"
source target factuality: Columbia also has unrealized gains in its public equity securities portfolio of more than $ 70 million .,"(AUTHOR, has, true); (AUTHOR, gains, true)"
source target factuality: President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food .,"(AUTHOR, implied, true); (AUTHOR, asked, true); (AUTHOR, interdiction, true); (AUTHOR, apply, unknown); (AUTHOR_reporters, interdiction, true); (AUTHOR_reporters, apply, unknown)"
"source target factuality: Until Thursday , they had not called Kopp a suspect .","(AUTHOR, called, false)"
"source target factuality: The offer , which Telerate 's two independent directors have rejected as inadequate , previously had been scheduled to expire at midnight Friday .","(AUTHOR, offer, true); (AUTHOR, rejected, true); (AUTHOR, scheduled, true); (AUTHOR, expire, false)"
"source target factuality: In another mediation effort , the Soviet Union said today it had sent an envoy to the Middle East on a series of stops to include Baghdad .","(AUTHOR, said, true); (AUTHOR, sent, unknown); (AUTHOR, stops, unknown); (AUTHOR_Union, sent, true); (AUTHOR_Union, stops, true)"
source target factuality: Nashua strengthened its poison - pill plan after announcing a Dutch firm is seeking to buy up to 25 % of the New Hampshire copier company .,"(AUTHOR, strengthened, true); (AUTHOR, announcing, true); (AUTHOR, seeking, true); (AUTHOR, buy, unknown); (AUTHOR, plan, true); (AUTHOR_Nashua, seeking, true); (AUTHOR_Nashua, buy, unknown)"
"source target factuality: Slepian 's death was among the first topics raised in Saturday night 's debate between the two men , and it was instantly followed by a question to D'Amato on whether he opposed first - trimester abortions for adult women .","(AUTHOR, was, true); (AUTHOR, raised, true); (AUTHOR, debate, true); (AUTHOR, followed, true); (AUTHOR, opposed, unknown)"
"source target factuality: Nevertheless , American officials over the weekend became more open in declaring that by destroying Saddam Hussein 's military machine they hope to destroy his regime -- a goal likely to be supported by most Americans .","(AUTHOR, open, true); (AUTHOR, regime, true); (AUTHOR, became, true); (AUTHOR, declaring, true); (AUTHOR, destroying, unknown); (AUTHOR, hope, unknown); (AUTHOR, destroy, unknown); (AUTHOR, goal, true); (AUTHOR, supported, ptrue); (AUTHOR_officials, regime, true); (AUTHOR_officials, destroying, unknown); (AUTHOR_officials, hope, true); (AUTHOR_officials, destroy, unknown)"
"source target factuality: Treasurer Peter Costello , Environment Minister Robert Hill and Attorney General Daryl Williams all voted to support the republic Friday .","(AUTHOR, voted, true); (AUTHOR, support, true)"
source target factuality: Howard said Queen Elizabeth II is taking a great interest in the convention .,"(AUTHOR, convention, true); (AUTHOR, said, true); (AUTHOR, taking, unknown); (AUTHOR_Howard, convention, true); (AUTHOR_Howard, taking, true)"
"source target factuality: But they still have catching up to do two hundred and thirty four Americans have flown in space , only twenty six of them women .","(AUTHOR, catching, unknown); (AUTHOR, flown, true); (AUTHOR, flown, true)"
"source target factuality: "" It makes no sense for us to put money at risk when you know you 're going to lose , "" says Mr. Antolini , of Donaldson Lufkin .","(AUTHOR, sense, unknown); (AUTHOR, put, unknown); (AUTHOR, know, unknown); (AUTHOR, says, true); (AUTHOR, makes, unknown); (AUTHOR_Antolini, sense, false); (AUTHOR_Antolini, put, unknown); (AUTHOR_Antolini, know, true); (AUTHOR_Antolini, makes, false)"
source target factuality: U.S. officials claim they already see signs Saddam Hussein is getting nervous .,"(AUTHOR, claim, true); (AUTHOR, see, unknown); (AUTHOR, signs, unknown); (AUTHOR_they, signs, true); (AUTHOR_officials, see, true)"
"source target factuality: And this week , FBI director Louie Freeh assigned more agents to the search .","(AUTHOR, assigned, true); (AUTHOR, search, true)"
"source target factuality: MGM Grand Inc. has agreed to pay $ 93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas , Nev. , Strip as a site for its planned movie - studio and theme - park resort .","(AUTHOR, agreed, true); (AUTHOR, pay, true); (AUTHOR, buy, true)"
"source target factuality: MindSpring , which provided the Internet space for the site , closed it Thursday night for violating "" our appropriate use policies , "" spokesman Serge Clermont said .","(AUTHOR, provided, true); (AUTHOR, closed, true); (AUTHOR, violating, unknown); (AUTHOR, said, true); (AUTHOR_Clermont, provided, true); (AUTHOR_Clermont, closed, true); (AUTHOR_Clermont, violating, true)"
"source target factuality: Profit from coal fell to $ 41 million from $ 58 million , partly because of a miners ' strike .","(AUTHOR, fell, true); (AUTHOR, strike, true); (AUTHOR, $, true); (AUTHOR, $, true)"
"source target factuality: That means Unisys must pay about $ 100 million in interest every quarter , on top of $ 27 million in dividends on preferred stock .","(AUTHOR, pay, unknown)"
source target factuality: She took the stand for more than four hours Friday in a Tel Aviv magistrate 's court .,"(AUTHOR, took, true)"
source target factuality: The company said it was delaying construction because of current market conditions .,"(AUTHOR, conditions, true); (AUTHOR, said, true); (AUTHOR, delaying, unknown); (AUTHOR, construction, unknown); (AUTHOR_company, conditions, true); (AUTHOR_company, delaying, true); (AUTHOR_company, construction, unknown)"
"source target factuality: Bush , however , says he sees no short - term hope for a diplomatic solution to the gulf crisis at least until economic sanctions force Saddam to withdraw his army .","(AUTHOR, says, true); (AUTHOR, sees, unknown); (AUTHOR, solution, unknown); (AUTHOR, crisis, true); (AUTHOR, force, unknown); (AUTHOR, withdraw, unknown); (AUTHOR_Bush, sees, true); (AUTHOR_Bush, solution, pfalse); (AUTHOR_Bush, crisis, true); (AUTHOR_Bush, force, ptrue); (AUTHOR_Bush, withdraw, ptrue)"
"source target factuality: John Prescott , a shipping correspondent , said there was no shipping in Kuwaiti or Iraqi ports and that activity was trailing off in the Jordanian port of Aqaba .","(AUTHOR, said, true); (AUTHOR, shipping, unknown); (AUTHOR, trailing, unknown); (AUTHOR_Prescott, shipping, false); (AUTHOR_Prescott, trailing, true)"
"source target factuality: In the last twenty four hours , the value of the Indonesian stock market has fallen by twelve percent .","(AUTHOR, fallen, true)"
"source target factuality: Acheson is Albright 's favorite predecessor , her aides said .","(AUTHOR, said, true)"
"source target factuality: On Tuesday , the United States and Soviet Union conferred in Washington on putting an anti - Iraq naval blockade under a United Nations umbrella .","(AUTHOR, conferred, true); (AUTHOR, putting, unknown); (AUTHOR, blockade, ptrue)"
source target factuality: The approach of the year two thousand has many of these groups in a kind of millennial frenzy .,"(AUTHOR, frenzy, true); (AUTHOR, approach, true)"
"source target factuality: She also denied accusations made by Amir 's brother , Hagai , that she joined an anti - Arab underground movement .","(AUTHOR, denied, true); (AUTHOR, accusations, true); (AUTHOR, made, true); (AUTHOR, joined, unknown); (AUTHOR_She, accusations, true); (AUTHOR_She, made, unknown); (AUTHOR_She, joined, false)"
"source target factuality: For the nine months , Du Pont earned $ 2 billion , or $ 8.46 a share , up 18 % from $ 1.69 billion , or $ 7.03 a share , a year earlier .","(AUTHOR, earned, true); (AUTHOR, $, true)"
source target factuality: Air Force Lieutenant Colonel Eileen Collins will be named commander of the Space Shuttle Columbia for a mission in December .,"(AUTHOR, commander, true); (AUTHOR, mission, true); (AUTHOR, named, true)"
source target factuality: NPR 's Elaine Corey has more from San Francisco .,"(AUTHOR, has, true)"
"source target factuality: He said the strength of the world - wide economy is suspect , and does n't see much revenue growth in the cards .","(AUTHOR, said, true); (AUTHOR, suspect, unknown); (AUTHOR_He, suspect, true)"
source target factuality: The US government recently announced new regulations designed to change the way transplant organs are made available to sick patients .,"(AUTHOR, announced, true); (AUTHOR, designed, true); (AUTHOR, change, unknown); (AUTHOR_government, designed, true); (AUTHOR_government, change, unknown)"
source target factuality: Additional details of the slaying emerged on Sunday .,"(AUTHOR, slaying, true); (AUTHOR, emerged, true)"
"source target factuality: U.S. Attorney Denise E. O'Donnell declined to discuss what federal charges were being pursued , but she said that in a case like this , potential charges would be abortion - related violence , the use of a firearm in an act of violence , crossing state lines to commit a crime , and , if the suspect 's act was tied to an organization , violation of the so - called RICO statutes , which prohibit an organized criminal enterprise .","(AUTHOR, declined, true); (AUTHOR, discuss, false); (AUTHOR, pursued, true); (AUTHOR, said, true); (AUTHOR, be, unknown); (AUTHOR, violence, unknown); (AUTHOR, use, unknown); (AUTHOR, act, unknown); (AUTHOR, crossing, unknown); (AUTHOR, commit, unknown); (AUTHOR, tied, unknown); (AUTHOR, prohibit, true); (AUTHOR_she, be, true); (AUTHOR_she, violence, ptrue); (AUTHOR_she, use, ptrue); (AUTHOR_she, act, ptrue); (AUTHOR_she, crossing, unknown); (AUTHOR_she, commit, unknown); (AUTHOR_she, tied, unknown); (AUTHOR_she, prohibit, true)"
"source target factuality: Also today , King Hussein of Jordan arrived in Washington seeking to mediate the Persian Gulf crisis .","(AUTHOR, arrived, true); (AUTHOR, seeking, true); (AUTHOR, mediate, unknown); (AUTHOR, crisis, true)"
source target factuality: Ms. Atimadi says the war has created a nation of widows .,"(AUTHOR, says, true); (AUTHOR, war, true); (AUTHOR, created, unknown); (AUTHOR_Atimadi, war, true); (AUTHOR_Atimadi, created, true)"
source target factuality: British Gas shed 8.5 pence a share to close at 185 pence ( $ 2.90 ) .,"(AUTHOR, 185, true); (AUTHOR, shed, true); (AUTHOR, close, true)"
source target factuality: And the weakness of the Asian economies is also likely to lead to decreased demand for American exports .,"(AUTHOR, lead, ptrue); (AUTHOR, demand, ptrue); (AUTHOR, weakness, true)"
"source target factuality: The dollar rose modestly against the mark and the yen , but soared against the pound following the resignation of Britain 's chancellor of the Exchequer , Nigel Lawson .","(AUTHOR, rose, true); (AUTHOR, soared, true); (AUTHOR, resignation, true)"
"source target factuality: On Friday , the Tokyo stock price index of first section issues was down 15.82 at 2681.76 .","(AUTHOR, 2681.76, true)"
"source target factuality: "" But sensitivities are so heightened from the shooting in western New York that it 's even more powerful . ""","(AUTHOR, are, unknown); (AUTHOR, shooting, unknown); (AUTHOR_DUMMY, are, true); (AUTHOR_DUMMY, shooting, true)"
"source target factuality: Men smoking cigars and drinking beer with friends after shooting skeet at the Buffalo Shooting Club in Amherst said their feelings about abortion were mixed , but they uniformly denounced the killing of Slepian .","(AUTHOR, smoking, true); (AUTHOR, drinking, true); (AUTHOR, shooting, true); (AUTHOR, said, true); (AUTHOR, were, unknown); (AUTHOR, denounced, true); (AUTHOR, killing, true); (AUTHOR_smoking, were, true); (AUTHOR_they, killing, true)"
"source target factuality: Debt has risen to around $ 4 billion , or about 50 % of total capitalization .","(AUTHOR, risen, true); (AUTHOR, $, true)"
"source target factuality: Clark said other evidence that prosecutors might present includes a strand of human hair found at the wooded firing site that has a "" high likelihood "" of matching Kopp 's hair and testimony from a jogger who spotted Kopp 's car near Slepian 's house at 6 a.m. ten days before the shooting .","(AUTHOR, said, true); (AUTHOR, present, unknown); (AUTHOR, includes, unknown); (AUTHOR, found, unknown); (AUTHOR, matching, unknown); (AUTHOR, spotted, unknown); (AUTHOR, shooting, true); (AUTHOR_Clark, present, ptrue); (AUTHOR_Clark, includes, true); (AUTHOR_Clark, found, true); (AUTHOR_Clark, matching, ptrue); (AUTHOR_Clark, spotted, true); (AUTHOR_Clark, shooting, true)"
"source target factuality: Billions of investors ' dollars are pouring out of the nation 's junk - bond mutual funds , undermining a pillar of support in the already reeling junk market .","(AUTHOR, pouring, true); (AUTHOR, undermining, true)"
"source target factuality: Mr. Fournier also noted that Navigation Mixte joined Paribas 's core of shareholders when Paribas was denationalized in 1987 , and said it now holds just under 5 % of Paribas 's shares .","(AUTHOR, noted, true); (AUTHOR, joined, unknown); (AUTHOR, denationalized, true); (AUTHOR, said, true); (AUTHOR, holds, unknown); (AUTHOR_Fournier, joined, true); (AUTHOR_Fournier, denationalized, true); (AUTHOR_Fournier, holds, true)"
"source target factuality: Courtaulds ' restructuring is among the largest thus far in Britain , though it is dwarfed by B.A.T Industries PLC 's plans to spin roughly off # 4 billion in assets to help fend off a takeover bid from Anglo - French financier Sir James Goldsmith .","(AUTHOR, spin, unknown); (AUTHOR, help, unknown); (AUTHOR, fend, unknown); (AUTHOR, restructuring, true); (AUTHOR, plans, true)"
source target factuality: Magna recently cut its quarterly dividend in half and the company 's Class A shares are wallowing far below their 52 - week high of 16.125 Canadian dollars ( US$ 13.73 ) .,"(AUTHOR, cut, true); (AUTHOR, wallowing, true); (AUTHOR, high, true)"
"source target factuality: "" No one wants to stay in Lebanon ;","(AUTHOR, wants, unknown); (AUTHOR, stay, unknown); (AUTHOR_DUMMY, wants, false); (AUTHOR_DUMMY, stay, unknown)"
"source target factuality: It brings it home . ""","(AUTHOR, brings, unknown); (AUTHOR_DUMMY, brings, true)"
source target factuality: The company also reported slower growth in another important business : systems that use the Unix operating system .,"(AUTHOR, growth, unknown); (AUTHOR, reported, true); (AUTHOR_company, growth, true)"
source target factuality: Mr. Lortie joined Provigo in 1985 and spearheaded the company 's drive to grow outside its traditional food business .,"(AUTHOR, joined, true); (AUTHOR, spearheaded, true); (AUTHOR, drive, true); (AUTHOR, grow, unknown)"
"source target factuality: In the year - earlier quarter , the tax credit was $ 3.3 million .","(AUTHOR, $, true)"
"source target factuality: A bright spot is the company 's power - generation business , which is experiencing a surge of growth for the first time in years .","(AUTHOR, growth, true); (AUTHOR, experiencing, true)"
"source target factuality: Columbia Savings amp Loan Association , reeling from thrift - accounting changes mandated by Congress and the recent collapse of the junk - bond market , announced a loss for the third quarter of $ 226.3 million , or $ 11.57 a share .","(AUTHOR, reeling, true); (AUTHOR, changes, true); (AUTHOR, mandated, true); (AUTHOR, collapse, true); (AUTHOR, announced, true); (AUTHOR, loss, true); (AUTHOR_Association, loss, true)"
"source target factuality: John M. McNamara , chief financial officer of Milton Roy , said the company has no comment on Crane 's filing .","(AUTHOR, said, true); (AUTHOR, has, unknown); (AUTHOR, comment, unknown); (AUTHOR, filing, true); (AUTHOR_McNamara, has, false); (AUTHOR_McNamara, comment, false); (AUTHOR_McNamara, filing, true); (AUTHOR_company, filing, unknown); (AUTHOR_McNamara_company, filing, true)"
"source target factuality: In a televised address Friday , President Arpad Gencz described the entry as "" a historic event "" which proves the credibility and the realistic approaches of the country 's foreign policy .","(AUTHOR, address, true); (AUTHOR, described, true); (AUTHOR, entry, true); (AUTHOR, event, unknown); (AUTHOR, proves, unknown); (AUTHOR_Gencz, entry, true); (AUTHOR_Gencz, event, true); (AUTHOR_Gencz, proves, true)"
source target factuality: Experts say the ground is so saturated it can not absorb any more water .,"(AUTHOR, say, true); (AUTHOR, saturated, unknown); (AUTHOR, absorb, unknown); (AUTHOR_Experts, saturated, true); (AUTHOR_Experts, absorb, false)"
source target factuality: The predominantly Moslem nation of Bangladesh said today its troops would join multinational forces in Saudi Arabia .,"(AUTHOR, said, true); (AUTHOR, join, unknown); (AUTHOR_nation, join, true)"
source target factuality: Fidel Castro invited John Paul to come for a reason .,"(AUTHOR, come, unknown); (AUTHOR, invited, true)"
"source target factuality: Alex Henderson , an analyst at Prudential - Bache Securities , said that while Nashua 's performance this year has been "" atrocious , "" the company nonetheless is attractive as a "" classic breakup candidate because there 's no similarity between its { four } businesses . ""","(AUTHOR, atrocious, unknown); (AUTHOR, said, true); (AUTHOR_Henderson, atrocious, true)"
"source target factuality: Slepian was one of only three doctors who performed abortions in the Buffalo , N.Y. , area , and harassment and threats against him by anti - abortion groups had become routine over the past decade .","(AUTHOR, was, true); (AUTHOR, performed, true); (AUTHOR, become, true)"
"source target factuality: U.N. officials in New York on Friday finished drafting the rules , in consultation with Iraqi diplomats .","(AUTHOR, finished, true); (AUTHOR, drafting, true); (AUTHOR, consultation, true)"
source target factuality: And Unisys is expected to do little better than break even in the fourth quarter .,"(AUTHOR, expected, true); (AUTHOR, do, ptrue); (AUTHOR_GEN, do, ptrue)"
"source target factuality: Now , he says , "" it looks like the West just wants to destroy Iraq . ""","(AUTHOR, says, true); (AUTHOR, looks, unknown); (AUTHOR, wants, unknown); (AUTHOR, destroy, unknown); (AUTHOR_he, looks, true); (AUTHOR_he, wants, ptrue); (AUTHOR_he, destroy, unknown)"
"source target factuality: "" I must say there are no unsettled problems any more .","(AUTHOR, say, unknown); (AUTHOR_DUMMY, say, true)"
source target factuality: Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday .,"(AUTHOR, said, true); (AUTHOR, extended, unknown); (AUTHOR, offer, true); (AUTHOR, allow, unknown); (AUTHOR, review, unknown); (AUTHOR, mailed, unknown); (AUTHOR_Jones, extended, true); (AUTHOR_Jones, offer, true); (AUTHOR_Jones, allow, true); (AUTHOR_Jones, review, unknown); (AUTHOR_Jones, mailed, true)"
source target factuality: The latest period includes gains of $ 9.1 million from early retirement of debt and tax loss carry - forward .,"(AUTHOR, includes, true); (AUTHOR, retirement, true); (AUTHOR, carry, true); (AUTHOR, gains, true)"
source target factuality: Mr. Marous said the business will achieve higher sales this year than the company 's target goal of 8.5 % .,"(AUTHOR, said, true); (AUTHOR, achieve, unknown); (AUTHOR_Marous, achieve, true)"
"source target factuality: The other customers fled , and the police said it did not appear that anyone else was injured .","(AUTHOR, fled, true); (AUTHOR, said, true); (AUTHOR, appear, unknown); (AUTHOR, injured, unknown); (AUTHOR_police, appear, false); (AUTHOR_police, injured, pfalse)"
"source target factuality: Mr. Potach notes older , more traditional groups like the Ku Klux Klan are also opening new chapters , thanks in part to their ability to use new technologies like the Internet .","(AUTHOR, ability, true); (AUTHOR, notes, true); (AUTHOR, opening, true); (AUTHOR, use, true)"
"source target factuality: In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .","(AUTHOR, $, true); (AUTHOR, $, true); (AUTHOR, grew, true)"
source target factuality: The offer was automatically triggered by the recent sale of Control Data 's Imprimis disk - drive business to Seagate Technology Inc.,"(AUTHOR, offer, true); (AUTHOR, triggered, true); (AUTHOR, sale, true)"
"source target factuality: Factory owners are buying new machinery at a healthy rate this fall , machine - tool makers say .","(AUTHOR, buying, unknown); (AUTHOR, say, true); (AUTHOR_makers, buying, true)"
source target factuality: U.S. allies and other U.N. members have objected that the Security Council embargo resolution did not specifically authorize such a naval operation .,"(AUTHOR, resolution, true); (AUTHOR, objected, true); (AUTHOR, authorize, unknown); (AUTHOR, operation, unknown); (AUTHOR_allies, resolution, true); (AUTHOR_allies, authorize, false); (AUTHOR_allies, operation, unknown)"
"source target factuality: Moskal said one of the two men _ he said he did not know which one _ had been located , interviewed and released .","(AUTHOR, said, true); (AUTHOR, said, true); (AUTHOR, know, unknown); (AUTHOR, located, unknown); (AUTHOR, interviewed, unknown); (AUTHOR, released, unknown); (AUTHOR_he, located, true); (AUTHOR_he, interviewed, true); (AUTHOR_he, released, true); (AUTHOR_he, said, unknown); (AUTHOR_he, know, false)"
"source target factuality: In New York Stock Exchange composite trading , Kimberly - Clark closed at $ 66.50 a share , up $ 1.50 .","(AUTHOR, closed, true); (AUTHOR, $, true)"
"source target factuality: If holders avoid tendering to Paribas , he added , they can expect strong dividends again next year .","(AUTHOR, dividends, unknown); (AUTHOR, avoid, unknown); (AUTHOR, tendering, unknown); (AUTHOR, added, true); (AUTHOR, expect, unknown); (AUTHOR_they, dividends, unknown); (AUTHOR_he, avoid, unknown); (AUTHOR_he, tendering, unknown); (AUTHOR_he, expect, unknown)"
"source target factuality: No one was hurt , but firefighters ordered the evacuation of nearby homes and said they 'll monitor the shifting ground .","(AUTHOR, hurt, false); (AUTHOR, ordered, true); (AUTHOR, said, true); (AUTHOR, monitor, unknown); (AUTHOR, evacuation, true); (AUTHOR_firefighters, monitor, true)"
source target factuality: He will then travel to Washington DC on March 12 to submit the document .,"(AUTHOR, travel, true); (AUTHOR, submit, true)"
"source target factuality: Goldstein , who said it was "" thoroughly , thoroughly possible "" that the issue would surface in Spitzer 's advertisements , defended the use of the issue by noting that the attorney general has direct impact on the issue of clinic access .","(AUTHOR, said, true); (AUTHOR, was, unknown); (AUTHOR, surface, unknown); (AUTHOR, defended, true); (AUTHOR, noting, true); (AUTHOR, has, unknown); (AUTHOR_Goldstein, has, true); (AUTHOR_who, was, true); (AUTHOR_who, surface, ptrue)"
"source target factuality: His car was spotted in Slepian 's neighborhood in the weeks before the shooting , and was found abandoned at the Newark , N.J. , airport in December .","(AUTHOR, spotted, true); (AUTHOR, shooting, true); (AUTHOR, found, true); (AUTHOR, abandoned, true); (AUTHOR_GEN, abandoned, true)"
"source target factuality: For its future strategy , Columbia officials said the thrift may branch out into commercial lending or managing outside investments , as well as beefing up more traditional thrift activities .","(AUTHOR, branch, unknown); (AUTHOR, said, true); (AUTHOR, lending, unknown); (AUTHOR, managing, unknown); (AUTHOR, beefing, unknown); (AUTHOR, activities, unknown); (AUTHOR_officials, branch, ptrue); (AUTHOR_officials, lending, ptrue); (AUTHOR_officials, managing, ptrue); (AUTHOR_officials, beefing, ptrue); (AUTHOR_officials, activities, true)"
"source target factuality: "" Without some unexpected "" coup de theatre "" , I do n't see what will block the Paribas bid , "" said Philippe de Cholet , analyst at the brokerage Cholet - Dupont amp Cie . Mr. de Cholet said Mr. Fournier 's biggest hope was to somehow persuade regulatory authorities to block the bid .","(AUTHOR, bid, unknown); (AUTHOR, coup, unknown); (AUTHOR, hope, unknown); (AUTHOR, see, unknown); (AUTHOR, block, unknown); (AUTHOR, said, true); (AUTHOR, said, true); (AUTHOR, persuade, unknown); (AUTHOR, block, unknown); (AUTHOR, bid, true); (AUTHOR_I, bid, true); (AUTHOR_I, block, pfalse); (AUTHOR_Cholet, coup, pfalse); (AUTHOR_Cholet, see, false); (AUTHOR_Cholet, hope, true); (AUTHOR_Cholet, persuade, unknown); (AUTHOR_Cholet, block, unknown); (AUTHOR_Cholet, bid, true)"
"source target factuality: The standard $ 50,000 reward for information leading to a listed fugitive 's capture comes on top of a $ 500,000 reward announced earlier by Attorney General Janet Reno , plus a $ 100,000 award offered previously by the FBI .","(AUTHOR, leading, unknown); (AUTHOR, capture, unknown); (AUTHOR, comes, true); (AUTHOR, announced, true); (AUTHOR, offered, true)"
source target factuality: Israel - Syrian talks have been cut off for nearly two years .,"(AUTHOR, talks, false); (AUTHOR, cut, true)"
"source target factuality: On Tuesday , the National Abortion and Reproductive Rights Action League plans to hold a news conference to screen a television advertisement _ made last week , before Slepian died _ featuring Emily Lyons , a nurse who was badly wounded earlier this year in the bombing of an abortion clinic in Alabama .","(AUTHOR, plans, true); (AUTHOR, hold, unknown); (AUTHOR, conference, unknown); (AUTHOR, screen, unknown); (AUTHOR, made, true); (AUTHOR, died, true); (AUTHOR, wounded, true); (AUTHOR, bombing, true)"
source target factuality: Mr. Fournier said the exceptional gain would mean nearly twice as high a dividend this year as last .,"(AUTHOR, dividend, unknown); (AUTHOR, twice, unknown); (AUTHOR, mean, unknown); (AUTHOR, said, true); (AUTHOR_Fournier, dividend, unknown); (AUTHOR_Fournier, twice, true); (AUTHOR_Fournier, mean, true)"
source target factuality: Mr. LeGere attributed the earnings increase to growth in the company 's longhaul trucking insurance lines and the ability to keep premium rates firm .,"(AUTHOR, attributed, true); (AUTHOR, increase, true); (AUTHOR, growth, unknown); (AUTHOR, keep, unknown); (AUTHOR, ability, unknown); (AUTHOR, firm, unknown); (AUTHOR_LeGere, increase, true); (AUTHOR_LeGere, growth, true); (AUTHOR_LeGere, keep, true); (AUTHOR_LeGere, ability, true); (AUTHOR_LeGere, firm, true)"
"source target factuality: Steadily and systematically , we will continue erasing _ without replacing _ the line drawn in Europe by Stalin 's bloody boot . ""","(AUTHOR, continue, unknown); (AUTHOR, erasing, unknown); (AUTHOR, replacing, unknown); (AUTHOR, drawn, unknown); (AUTHOR_DUMMY, continue, true); (AUTHOR_DUMMY, erasing, true); (AUTHOR_DUMMY, replacing, false); (AUTHOR_DUMMY, drawn, true)"
